Iterations,Ln(change)
1413,-11.221691737613533
1414,-11.228002282321496
1415,-11.234312810551696
1416,-11.240623319569776
1417,-11.246933812304858
1418,-11.25324428782624
1419,-11.259554745815791
1420,-11.265865186300015
1421,-11.27217560968578
1422,-11.278486015519476
1423,-11.284796405737005
1424,-11.291106777645656
1425,-11.297417133065526
1426,-11.303727471397623
1427,-11.310037791040894
1428,-11.316348096729357
1429,-11.322658383522743
1430,-11.328968655497407
1431,-11.335278909366464
1432,-11.341589146745942
1433,-11.347899368337766
1434,-11.354209572819542
1435,-11.36051976082621
1436,-11.366829931155461
1437,-11.373140086713502
1438,-11.379450225338106
1439,-11.385760348674973
1440,-11.392070453655743
1441,-11.398380544481071
1442,-11.404690618559304
1443,-11.411000676656915
1444,-11.417310717607656
1445,-11.423620744845863
1446,-11.429930753810703
1447,-11.436240747486027
1448,-11.442550726174366
1449,-11.448860688145206
1450,-11.455170635292447
1451,-11.461480565884093
1452,-11.467790480963089
1453,-11.474100381147048
1454,-11.48041026547035
1455,-11.48672013311889
1456,-11.493029986613934
1457,-11.499339823737303
1458,-11.505649646033246
1459,-11.511959453927037
1460,-11.518269245177475
1461,-11.524579022408915
1462,-11.530888780347395
1463,-11.537198528809933
1464,-11.543508260229554
1465,-11.549817976950798
1466,-11.556127677497884
1467,-11.56243736414788
1468,-11.568747034059097
1469,-11.575056691083157
1470,-11.581366332527633
1471,-11.587675958574131
1472,-11.59398557094548
1473,-11.600295168055482
1474,-11.606604751178564
1475,-11.612914318671956
1476,-11.619223872527899
1477,-11.625533412247739
1478,-11.631842936271367
1479,-11.638152445941413
1480,-11.644461943046618
1481,-11.650771423867806
1482,-11.657080890963657
1483,-11.663390344101392
1484,-11.669699783618135
1485,-11.676009206841453
1486,-11.682318617873758
1487,-11.688628014086337
1488,-11.694937396868987
1489,-11.701246765951312
1490,-11.707556118955043
1491,-11.713865461408796
1492,-11.720174785872322
1493,-11.726484099574918
1494,-11.73279339887446
1495,-11.739102685423246
1496,-11.745411956703288
1497,-11.751721216040162
1498,-11.758030459883742
1499,-11.764339691133877
1500,-11.770648906715147
1501,-11.776958112296041
1502,-11.78326730302534
1503,-11.789576481406948
1504,-11.795885643262643
1505,-11.802194794848987
1506,-11.808503930492677
1507,-11.814813056186392
1508,-11.821122167368475
1509,-11.827431264116289
1510,-11.83374035023649
1511,-11.840049419876038
1512,-11.84635847968944
1513,-11.85266752359012
1514,-11.8589765572701
1515,-11.865285576085027
1516,-11.871594584285585
1517,-11.877903577922732
1518,-11.884212559334316
1519,-11.890521527342722
1520,-11.896830484246633
1521,-11.903139425875537
1522,-11.909448357367326
1523,-11.915757276089069
1524,-11.922066180020343
1525,-11.928375073591766
1526,-11.934683952417043
1527,-11.9409928235791
1528,-11.947301677469149
1529,-11.953610521918618
1530,-11.959919349431832
1531,-11.966228170289984
1532,-11.972536974878947
1533,-11.978845772443666
1534,-11.985154551416784
1535,-11.99146332466442
1536,-11.997772079276217
1537,-12.00408082616365
1538,-12.010389559481554
1539,-12.016698279408715
1540,-12.023006991313691
1541,-12.029315689078784
1542,-12.03562437349577
1543,-12.041933048321892
1544,-12.048241711867995
1545,-12.054550360335208
1546,-12.060859000595277
1547,-12.067167626305594
1548,-12.073476243401075
1549,-12.079784845845989
1550,-12.086093438481528
1551,-12.092402021259586
1552,-12.098710587490372
1553,-12.1050191472749
1554,-12.111327691269747
1555,-12.11763622862442
1556,-12.123944750978596
1557,-12.130253263427639
1558,-12.136561764114184
1559,-12.142870253219614
1560,-12.149178731550789
1561,-12.155487201077305
1562,-12.16179565369913
1563,-12.168104100770256
1564,-12.174412531736499
1565,-12.180720957309278
1566,-12.187029368042765
1567,-12.193337771302271
1568,-12.199646158707512
1569,-12.205954536359693
1570,-12.212262905475264
1571,-12.21857126155545
1572,-12.224879607713794
1573,-12.231187942795446
1574,-12.237496266970448
1575,-12.243804584429176
1576,-12.250112886200572
1577,-12.256421178900975
1578,-12.262729459442546
1579,-12.269037730935588
1580,-12.275345993999375
1581,-12.281654242229598
1582,-12.287962485161298
1583,-12.294270711284428
1584,-12.300578931403278
1585,-12.306887139366037
1586,-12.313195337007421
1587,-12.319503527168507
1588,-12.32581170244211
1589,-12.332119869571168
1590,-12.338428027356036
1591,-12.344736171695766
1592,-12.351044309642806
1593,-12.35735243807521
1594,-12.363660551082047
1595,-12.369968659629285
1596,-12.37627675499486
1597,-12.382584844728493
1598,-12.388892919809903
1599,-12.395200984171355
1600,-12.401509041534895
1601,-12.407817088479696
1602,-12.41412512288479
1603,-12.420433150426938
1604,-12.42674116788743
1605,-12.433049175159343
1606,-12.439357171860348
1607,-12.445665162279855
1608,-12.451973134646899
1609,-12.458281106057246
1610,-12.464589067927376
1611,-12.47089701624319
1612,-12.477204952629716
1613,-12.483512884022792
1614,-12.48982080563376
1615,-12.496128712999946
1616,-12.502436618262655
1617,-12.50874450787352
1618,-12.515052393664075
1619,-12.521360266683407
1620,-12.527668129189605
1621,-12.533975986198437
1622,-12.540283828934916
1623,-12.546591668858792
1624,-12.552899492534015
1625,-12.559207314418607
1626,-12.565515121711627
1627,-12.571822921473522
1628,-12.57813071443267
1629,-12.584438489925807
1630,-12.590746267135687
1631,-12.597054024776808
1632,-12.603361782782336
1633,-12.609669528407462
1634,-12.615977259873077
1635,-12.622284993844982
1636,-12.628592710868935
1637,-12.63490041893844
1638,-12.64120812295026
1639,-12.647515812698567
1640,-12.653823499128128
1641,-12.660131171238536
1642,-12.666438835382264
1643,-12.672746494173008
1644,-12.679054143610932
1645,-12.685361788084174
1646,-12.691669412009897
1647,-12.697977035222715
1648,-12.704284654945534
1649,-12.710592258276572
1650,-12.716899855740362
1651,-12.723207443962952
1652,-12.729515026617328
1653,-12.735822597628333
1654,-12.742130159013188
1655,-12.748437716680268
1656,-12.754745263975787
1657,-12.761052800090727
1658,-12.76736033140595
1659,-12.77366785396621
1660,-12.779975365891799
1661,-12.786282874059935
1662,-12.792590370342149
1663,-12.798897855720687
1664,-12.805205338831634
1665,-12.811512812480112
1666,-12.81782027795427
1667,-12.824127732350753
1668,-12.83043518298281
1669,-12.836742626960039
1670,-12.84305005521872
1671,-12.849357480244052
1672,-12.855664897035211
1673,-12.861972306710616
1674,-12.868279708039136
1675,-12.87458709746347
1676,-12.88089448776597
1677,-12.887201860135061
1678,-12.893509235831296
1679,-12.899816591758736
1680,-12.906123946352123
1681,-12.912431298183035
1682,-12.918738630408397
1683,-12.925045963750538
1684,-12.931353290361056
1685,-12.937660602710874
1686,-12.94396791474736
1687,-12.9502752100597
1688,-12.956582508838753
1689,-12.962889789306725
1690,-12.969197070791546
1691,-12.975504343563443
1692,-12.981811600430538
1693,-12.988118861470006
1694,-12.994426104669168
1695,-13.000733341771744
1696,-13.007040580094134
1697,-13.013347806989142
1698,-13.019655024491646
1699,-13.025962236747102
1700,-13.032269444030627
1701,-13.03857663980501
1702,-13.04488382313259
1703,-13.05119101329434
1704,-13.057498184504402
1705,-13.063805351609513
1706,-13.070112517161633
1707,-13.076419667381106
1708,-13.08272681596594
1709,-13.08903395091595
1710,-13.095341092327985
1711,-13.101648214374745
1712,-13.107955329821626
1713,-13.114262441553226
1714,-13.120569550640322
1715,-13.12687664567636
1716,-13.133183732646225
1717,-13.139490826012102
1718,-13.145797897739193
1719,-13.152104961887343
1720,-13.15841203232184
1721,-13.164719090115451
1722,-13.171026135908292
1723,-13.177333183721116
1724,-13.183640213562729
1725,-13.189947248795729
1726,-13.19625427317284
1727,-13.202561282974344
1728,-13.20886829009421
1729,-13.215175290334479
1730,-13.221482297267901
1731,-13.227789275156137
1732,-13.234096266145416
1733,-13.240403242534839
1734,-13.246710213006915
1735,-13.253017173393694
1736,-13.259324134075692
1737,-13.265631077832403
1738,-13.271938019328486
1739,-13.278244960966054
1740,-13.284551892382767
1741,-13.290858812440199
1742,-13.297165739096226
1743,-13.303472647891159
1744,-13.309779551501991
1745,-13.316086452102065
1746,-13.322393343047633
1747,-13.32870023209402
1748,-13.335007108713164
1749,-13.341313988865211
1750,-13.34762084987583
1751,-13.353927714357935
1752,-13.36023456707071
1753,-13.366541424389705
1754,-13.372848264061972
1755,-13.379155096448482
1756,-13.385461928868123
1757,-13.391768753168817
1758,-13.398075572760067
1759,-13.40438237997278
1760,-13.410689190284492
1761,-13.416995995940843
1762,-13.423302790142682
1763,-13.429609579221085
1764,-13.435916359195511
1765,-13.442223136874988
1766,-13.44852990857669
1767,-13.454836670424397
1768,-13.461143429901153
1769,-13.467450184290547
1770,-13.473756926099444
1771,-13.48006367215046
1772,-13.486370404669733
1773,-13.492677136417507
1774,-13.49898385967325
1775,-13.505290574880487
1776,-13.511597288645035
1777,-13.517904005221721
1778,-13.524210695812737
1779,-13.530517391646265
1780,-13.536824085053711
1781,-13.54313076892774
1782,-13.549437442646427
1783,-13.555744113855159
1784,-13.562050781872857
1785,-13.568357447213687
1786,-13.574664102670912
1787,-13.58097075268816
1788,-13.587277384780515
1789,-13.59358403345845
1790,-13.599890668237713
1791,-13.60619729498726
1792,-13.612503930618963
1793,-13.618810533840465
1794,-13.62511715596447
1795,-13.631423753269106
1796,-13.637730363752839
1797,-13.644036956107676
1798,-13.650343541762362
1799,-13.656650138350747
1800,-13.662956707462602
1801,-13.669263291501712
1802,-13.675569848295936
1803,-13.681876421731268
1804,-13.688182977574332
1805,-13.694489534163054
1806,-13.70079607884303
1807,-13.707102620363836
1808,-13.713409153863353
1809,-13.71971569588301
1810,-13.726022222399619
1811,-13.732328743431001
1812,-13.738635256872367
1813,-13.744941773600976
1814,-13.751248281334101
1815,-13.757554772012904
1816,-13.763861274667969
1817,-13.770167759238234
1818,-13.776474257040602
1819,-13.78278073060682
1820,-13.789087215672486
1821,-13.795393697058934
1822,-13.801700144322803
1823,-13.808006622122646
1824,-13.814313066072202
1825,-13.820619532157048
1826,-13.826925962712991
1827,-13.833232409660775
1828,-13.83953885165148
1829,-13.845845285731752
1830,-13.852151697750726
1831,-13.85845813066423
1832,-13.864764546442007
1833,-13.871070954223569
1834,-13.877377372780765
1835,-13.88368377322338
1836,-13.889990180096579
1837,-13.896296568356288
1838,-13.902602950444138
1839,-13.908909338589767
1840,-13.915215720624463
1841,-13.921522090053964
1842,-13.927828464306618
1843,-13.934134824480013
1844,-13.940441204621969
1845,-13.946747549214772
1846,-13.953053899241658
1847,-13.95936023090079
1848,-13.965666590473118
1849,-13.97197293990378
1850,-13.978279259733936
1851,-13.984585598339375
1852,-13.990891900886163
1853,-13.997198238436361
1854,-14.003504546317608
1855,-14.00981085298338
1856,-14.016117159568802
1857,-14.022423462422166
1858,-14.02872976579052
1859,-14.035036066712129
1860,-14.041342350880377
1861,-14.047648617971795
1862,-14.053954916679215
1863,-14.060261204868516
1864,-14.066567460912301
1865,-14.072873733962293
1866,-14.079179977173416
1867,-14.085486245260524
1868,-14.09179250907208
1869,-14.098098751802187
1870,-14.104405000728962
1871,-14.110711228080516
1872,-14.117017469870243
1873,-14.123323713427121
1874,-14.129629926230287
1875,-14.1359361549276
1876,-14.14224239608325
1877,-14.148548591699058
1878,-14.154854815391175
1879,-14.161161023857742
1880,-14.167467219443022
1881,-14.173773418467162
1882,-14.180079604898014
1883,-14.186385788833597
1884,-14.192692007648686
1885,-14.198998154073724
1886,-14.205304362437051
1887,-14.211610523458543
1888,-14.21791668888571
1889,-14.224222863349476
1890,-14.230529014275877
1891,-14.236835185665717
1892,-14.243141336638573
1893,-14.249447490872852
1894,-14.25575362088642
1895,-14.262059771505069
1896,-14.268365920537335
1897,-14.274672056930699
1898,-14.280978189345388
1899,-14.28728431509701
1900,-14.293590430528663
1901,-14.299896553497229
1902,-14.306202661026399
1903,-14.312508772949792
1904,-14.318814875212588
1905,-14.325120982819035
1906,-14.331427086161506
1907,-14.337733187938216
1908,-14.344039266715312
1909,-14.350345377742324
1910,-14.35665144948035
1911,-14.362957520922844
1912,-14.36926360285294
1913,-14.375569664582482
1914,-14.381875746174446
1915,-14.38818180881921
1916,-14.394487884741869
1917,-14.400793922473857
1918,-14.40709998327968
1919,-14.413406049625264
1920,-14.41971210370671
1921,-14.426018130402971
1922,-14.432324164366095
1923,-14.438630209919143
1924,-14.444936254968924
1925,-14.451242260096981
1926,-14.45754829398388
1927,-14.463854318891803
1928,-14.470160337463073
1929,-14.476466342829893
1930,-14.482772368933086
1931,-14.489078376076959
1932,-14.495384373692149
1933,-14.5016903732744
1934,-14.507996373901603
1935,-14.514302374554477
1936,-14.520608349385173
1937,-14.526914371409896
1938,-14.533220333226588
1939,-14.5395262769913
1940,-14.545832284069661
1941,-14.552138244569635
1942,-14.558444234341422
1943,-14.564750195963706
1944,-14.571056159011931
1945,-14.57736212996956
1946,-14.583668083098708
1947,-14.58997400577286
1948,-14.596279999357636
1949,-14.602585898894086
1950,-14.608891879120085
1951,-14.615197812553692
1952,-14.621503752146628
1953,-14.627809675758657
1954,-14.634115587965086
1955,-14.640421519760565
1956,-14.646727473172959
1957,-14.653033367222438
1958,-14.659339301959136
1959,-14.665645201287541
1960,-14.671951108513728
1961,-14.678257032554384
1962,-14.684562922994107
1963,-14.69086883217914
1964,-14.697174702917717
1965,-14.70348062629091
1966,-14.709786492982026
1967,-14.716092374741164
1968,-14.722398283233513
1969,-14.728704149699569
1970,-14.7350100273342
1971,-14.74131592955775
1972,-14.747621797426522
1973,-14.753927655811536
1974,-14.760233544387328
1975,-14.766539358735029
1976,-14.77284525090667
1977,-14.779151116362586
1978,-14.785456962542465
1979,-14.791762819753519
1980,-14.798068630221318
1981,-14.804374502991237
1982,-14.810680321873647
1983,-14.816986173787559
1984,-14.823292028566891
1985,-14.829597850141965
1986,-14.83590365903435
1987,-14.842209505325172
1988,-14.848515301916462
1989,-14.854821174386675
1990,-14.861126931385952
1991,-14.86743276722383
1992,-14.873738588781828
1993,-14.880044393750254
1994,-14.886350220562846
1995,-14.892656006565177
1996,-14.898961808853624
1997,-14.905267610329734
1998,-14.911573383930333
1999,-14.917879152988277
2000,-14.924184976846412
2001,-14.930490781848901
2002,-14.936796573278118
2003,-14.943102324726953
2004,-14.949408091288861
2005,-14.955713848599325
2006,-14.962019630577752
2007,-14.968325430004514
2008,-14.974631214180496
2009,-14.980936956517391
2010,-14.987242696754791
2011,-14.993548483198909
2012,-14.999854255756867
2013,-15.006159951849064
2014,-15.012465708829557
2015,-15.018771471298477
2016,-15.025077237630281
2017,-15.031382963753854
2018,-15.03768867165915
2019,-15.043994442391925
2020,-15.050300164291876
2021,-15.05660588192836
2022,-15.062911624832326
2023,-15.069217343594556
2024,-15.07552310657228
2025,-15.081828798365686
2026,-15.088134491513532
2027,-15.09444027357574
2028,-15.10074592243255
2029,-15.10705164797951
2030,-15.113357366654515
2031,-15.119663092949345
2032,-15.125968791250667
2033,-15.132274438656866
2034,-15.138580181923038
2035,-15.144885879468248
2036,-15.151191556364822
2037,-15.157497244817263
2038,-15.163802928574945
2039,-15.17010861193487
2040,-15.176414309131113
2041,-15.18272000934603
2042,-15.189025615395966
2043,-15.195331350890678
2044,-15.201636934550582
2045,-15.207942671142996
2046,-15.214248350492586
2047,-15.220553936726716
2048,-15.22685967540711
2049,-15.233165349552234
2050,-15.239471019316737
2051,-15.245776671657348
2052,-15.25208226047928
2053,-15.258387956534794
2054,-15.264693598379147
2055,-15.270999207185232
2056,-15.277304867098092
2057,-15.283610505994881
2058,-15.289916139058025
2059,-15.296221787364688
2060,-15.302527457674248
2061,-15.308833052496555
2062,-15.315138657999368
2063,-15.321444321855186
2064,-15.327749980202425
2065,-15.334055479432708
2066,-15.340361198734886
2067,-15.3466667744734
2068,-15.352972343655765
2069,-15.359278045012756
2070,-15.365583633973879
2071,-15.371889235111787
2072,-15.378194834215437
2073,-15.384500432439578
2074,-15.390806017816487
2075,-15.397111655798781
2076,-15.403417252113117
2077,-15.409722835522071
2078,-15.41602842199699
2079,-15.422334002111123
2080,-15.428639593707578
2081,-15.434945208833772
2082,-15.441250738154748
2083,-15.447556372668576
2084,-15.453861954133552
2085,-15.460167492082858
2086,-15.466473102061201
2087,-15.472778675883538
2088,-15.47908415665737
2089,-15.485389844427585
2090,-15.491695357703893
2091,-15.498000942296073
2092,-15.504306545687621
2093,-15.510612023693426
2094,-15.5169176229189
2095,-15.523223157192751
2096,-15.529528684961369
2097,-15.535834284202027
2098,-15.542139750927491
2099,-15.548445331988146
2100,-15.554750909202347
2101,-15.561056513715455
2102,-15.567361993121471
2103,-15.573667523831347
2104,-15.579973041063665
2105,-15.586278643712873
2106,-15.592584181728888
2107,-15.598889587399038
2108,-15.60519518943913
2109,-15.611500736159345
2110,-15.617806225857496
2111,-15.624111712937134
2112,-15.630417273540573
2113,-15.636722813425736
2114,-15.64302829968388
2115,-15.649333805781774
2116,-15.65563934713394
2117,-15.661944912294715
2118,-15.668250320488667
2119,-15.67455588670991
2120,-15.680861349410005
2121,-15.68716685795338
2122,-15.693472444397905
2123,-15.699777883439722
2124,-15.706083373612051
2125,-15.71238882300979
2126,-15.718694450254915
2127,-15.724999819051394
2128,-15.731305327838049
2129,-15.737610856726729
2130,-15.743916352711592
2131,-15.750221750361456
2132,-15.75652726028882
2133,-15.762832677078302
2134,-15.769138275302815
2135,-15.775443750159976
2136,-15.781749224527202
2137,-15.788054557848826
2138,-15.794360173856784
2139,-15.800665546807169
2140,-15.806971096528516
2141,-15.813276536061743
2142,-15.819582027014375
2143,-15.8258874142654
2144,-15.832192870263876
2145,-15.838498402624554
2146,-15.84480381462348
2147,-15.851109302278815
2148,-15.85741473927504
2149,-15.863720107443914
2150,-15.87002563190499
2151,-15.876331102220353
2152,-15.882636547204969
2153,-15.888941888101158
2154,-15.895247371823222
2155,-15.90155287720616
2156,-15.907858270789148
2157,-15.914163763195646
2158,-15.920469130561603
2159,-15.926774619888587
2160,-15.933080024710184
2161,-15.93938535589844
2162,-15.94569087243768
2163,-15.951996311614863
2164,-15.958301848477985
2165,-15.964607098963018
2166,-15.970912634409887
2167,-15.97721793956699
2168,-15.983523332926877
2169,-15.989828805778926
2170,-15.996134295246275
2171,-16.002439677621442
2172,-16.008744983416054
2173,-16.015050494417235
2174,-16.021355972542583
2175,-16.027661267531926
2176,-16.033966732660282
2177,-16.040272002546217
2178,-16.046577558906332
2179,-16.052882863921305
2180,-16.059188238560328
2181,-16.06549365175507
2182,-16.07179906846512
2183,-16.07810453649089
2184,-16.084409892289436
2185,-16.090715229565458
2186,-16.0970206259115
2187,-16.103325998943546
2188,-16.10963140999307
2189,-16.115936854864298
